DistrictId,Rooms,Square,LifeSquare,KitchenSquare,Floor,HouseFloor,HouseYear,Ecology_1,Social_1,Social_2,Social_3,Helthcare_2,Shops_1,Rooms_outlier,HouseFloor_outlier,HouseYear_outlier,LifeSquare_nan,Ecology_2_A,Ecology_2_B,Ecology_3_A,Ecology_3_B,Shops_2_A,Shops_2_B
78,2.0,45.35447718531494,27.11824360755332,6.0,9.0,9.0,1973.0,0.092290642,21,4346,2,1,2,0,0,0,0,0,1,0,1,0,1
34,2.0,61.17251632293808,54.76201278841383,3.0,1.0,1.0,2015.0,0.069753361,53,13670,4,1,11,0,1,0,0,0,1,0,1,0,1
27,2.0,57.94343686442915,60.671324558905525,10.0,16.0,17.0,2015.0,0.211401214,9,1892,0,0,1,0,0,0,0,0,1,0,1,0,1
11,3.0,60.80667325892329,45.16649086276214,5.0,9.0,9.0,1974.0,0.00016967599999999998,36,5992,0,1,1,0,0,0,0,0,1,0,1,0,1
70,1.0,39.4297999489241,21.90596425423195,8.0,4.0,12.0,1976.0,0.002211665,39,7614,3,1,5,0,0,0,0,0,1,0,1,1,0
8,2.0,44.45457482140353,29.496176668417203,5.0,3.0,5.0,1969.0,0.219006007,28,6746,3,1,4,0,0,0,0,0,1,0,1,0,1
27,2.0,53.77799004017525,34.51283535958859,9.0,9.0,17.0,2012.0,0.011654127,4,915,0,0,0,0,0,0,0,0,1,0,1,0,1
94,1.0,34.090702645175426,20.370386874704174,6.0,7.0,9.0,1973.0,0.127375905,43,8429,3,3,9,0,0,0,0,0,1,0,1,0,1
169,3.0,87.37112253569475,64.90520578982657,12.0,4.0,24.0,2020.0,0.17891679600000002,18,3594,4,1,5,0,0,0,0,0,1,0,1,0,1
53,1.0,40.900932890947644,26.58560637911597,3.0,1.0,1.0,1977.0,0.049637257,34,7759,0,1,3,0,1,0,1,0,1,0,1,0,1
11,2.0,52.68572893531938,34.636557693846264,5.0,9.0,9.0,1973.0,0.00016967599999999998,36,5992,0,1,1,0,1,0,0,0,1,0,1,0,1
24,2.0,46.307498927808226,32.28194754302919,6.0,1.0,5.0,1962.0,0.111627393,50,12238,8,2,3,0,0,0,0,0,1,0,1,0,1
111,3.0,72.38864165742602,49.48526524811343,10.0,3.0,17.0,2008.0,0.093442564,23,4635,5,2,4,0,0,0,0,0,1,0,1,0,1
96,1.0,39.58373768587651,21.132456716049123,10.0,8.0,16.0,2004.0,0.041116354,53,14892,4,1,4,0,0,0,0,0,1,0,1,0,1
30,2.0,59.61668987703581,38.750848420073275,3.0,6.0,12.0,2014.0,7.81528e-05,22,6398,141,3,23,0,0,0,1,0,1,0,1,0,1
14,1.0,33.1919473872804,21.66117982977592,10.0,12.0,12.0,1973.0,0.042031587,37,6856,84,2,5,0,0,0,0,0,1,0,1,0,1
6,1.0,43.31202468241167,1.4044931508597245,3.0,11.0,17.0,1977.0,0.243204519,5,1564,0,0,0,0,0,0,0,0,1,0,1,0,1
21,3.0,51.19546044627085,36.951319372427825,5.0,9.0,9.0,1974.0,0.194489265,47,8004,3,3,5,0,1,0,0,0,1,0,1,0,1
74,2.0,87.10519184487794,87.20199450729119,3.0,9.0,17.0,2018.0,0.075778755,6,1437,3,0,2,0,0,0,0,0,1,0,1,0,1
180,1.0,31.182870535673512,19.39285205571427,5.0,2.0,5.0,1961.0,0.037316452,32,6748,93,4,10,0,0,0,0,0,1,0,1,0,1
62,3.0,85.72641958463274,86.83699200558699,3.0,9.0,9.0,1977.0,0.072157581,2,629,1,0,0,0,1,0,0,0,1,0,1,1,0
27,1.0,47.268546202049805,43.03039184891248,3.0,2.0,17.0,1977.0,0.017647053,2,469,0,0,0,0,0,0,0,0,1,0,1,0,1
44,3.0,77.63018249178108,48.67954355650383,9.0,13.0,24.0,2007.0,0.232205084,24,4860,1,0,3,0,0,0,0,0,1,0,1,0,1
187,1.0,40.07577725014988,17.729285325593256,10.0,8.0,16.0,2004.0,0.041116354,53,14892,4,1,4,0,0,0,0,0,1,0,1,0,1
23,1.0,44.42845385382106,40.29836780474775,3.0,17.0,17.0,1977.0,0.075778755,6,1437,3,0,2,0,0,0,0,0,1,0,1,0,1
27,1.0,38.14138946236264,24.791903150535717,3.0,13.0,18.0,2016.0,0.211401214,9,1892,0,0,1,0,0,0,1,0,1,0,1,0,1
61,2.0,54.219653842129624,34.46204326010058,8.0,6.0,17.0,1996.0,0.300322518,52,10311,6,1,9,0,0,0,0,0,1,0,1,0,1
6,3.0,79.86747667320513,75.08512538271577,3.0,3.0,17.0,2014.0,0.243204519,5,1564,0,0,0,0,0,0,0,0,1,0,1,0,1
74,1.0,52.45758937232919,52.4233445561041,3.0,17.0,17.0,1977.0,0.075778755,6,1437,3,0,2,0,1,0,0,0,1,0,1,0,1
30,1.0,53.191794192478035,50.51908960233353,10.0,15.0,17.0,2015.0,7.81528e-05,22,6398,141,3,23,0,0,0,0,0,1,0,1,0,1
99,3.0,71.1962943857232,47.482321187438224,8.0,16.0,16.0,1997.0,0.012338886,35,5776,1,2,4,0,1,0,0,0,1,0,1,0,1
94,2.0,50.39283298215679,3.2495692889758754,3.0,4.0,12.0,1973.0,0.521867054,25,6149,0,0,0,0,0,0,0,0,1,0,1,0,1
1,2.0,57.09263849172683,31.732407843519717,9.0,17.0,17.0,2012.0,0.007122317,1,264,0,0,1,0,0,0,0,0,1,0,1,0,1
17,3.0,79.2164934013393,44.47629063148897,10.0,8.0,8.0,1960.0,0.0,25,5027,4,1,1,0,1,0,0,0,1,0,1,0,1
28,2.0,38.47935844837161,25.166244761730944,5.0,6.0,9.0,1973.0,0.118537385,30,6207,1,1,0,0,0,0,0,0,1,0,1,0,1
6,2.0,54.80623516372315,35.62405285642005,3.0,17.0,17.0,1977.0,0.243204519,5,1564,0,0,0,0,1,0,1,0,1,0,1,0,1
84,1.0,32.572513501415074,20.30272016373543,5.0,3.0,10.0,1974.0,0.14966637300000002,22,4789,2,4,1,0,0,0,0,0,1,0,1,0,1
39,3.0,77.0401399287289,46.0303175211256,8.0,18.0,22.0,1989.0,0.428825818,25,5011,8,0,2,0,0,0,0,0,1,0,1,0,1
27,1.0,52.61912534225147,51.083320092121646,3.0,6.0,24.0,2014.0,0.072157581,2,629,1,0,0,0,0,0,0,0,1,0,1,1,0
2,2.0,88.36467675747654,42.82249207735364,11.0,12.0,16.0,1993.0,0.035145267,42,9292,3,0,3,0,0,0,0,0,1,0,1,0,1
23,1.0,41.341135688378635,26.871738197446113,3.0,4.0,4.0,1977.0,0.034656082000000005,0,168,0,0,0,0,0,0,1,0,1,0,1,0,1
27,2.0,41.61010389982253,27.046567534884648,3.0,7.0,13.0,1977.0,0.072157581,2,629,1,0,0,0,1,0,1,0,1,0,1,1,0
39,1.0,34.19820977216433,20.981127484293157,6.0,7.0,9.0,1973.0,0.428825818,25,5011,8,0,2,0,0,0,0,0,1,0,1,0,1
44,3.0,77.45699281264423,44.74116366503175,10.0,2.0,17.0,1984.0,0.036122292,24,4378,0,1,1,0,0,0,0,0,1,0,1,0,1
3,1.0,41.745151084421664,19.137477923878482,8.0,7.0,17.0,1983.0,0.050900058,43,10621,1,2,3,0,0,0,0,0,1,0,1,0,1
1,2.0,51.12264859702986,33.39788168198171,8.0,6.0,14.0,1990.0,0.025609157,33,5261,0,3,1,0,0,0,0,0,1,0,1,0,1
27,1.0,43.14938004850335,28.04709703152718,3.0,13.0,13.0,1977.0,0.072157581,2,629,1,0,0,0,1,0,1,0,1,0,1,1,0
8,2.0,40.18375813724524,23.074563421200146,6.0,10.0,12.0,1970.0,0.458174486,26,4439,1,1,5,0,0,0,0,0,1,1,0,0,1
1,1.0,41.543370235388714,27.003190653002665,3.0,11.0,17.0,1977.0,0.007122317,1,264,0,0,1,0,0,0,1,0,1,0,1,0,1
62,2.0,71.25323468907435,46.314602547898325,3.0,13.0,17.0,1977.0,0.072157581,2,629,1,0,0,0,0,0,1,0,1,0,1,1,0
59,1.0,59.539879918219725,38.700921946842826,3.0,7.0,17.0,1977.0,0.019508796,37,7687,11,5,5,0,0,0,1,0,1,0,1,0,1
23,2.0,51.77810300534646,51.61566680207637,3.0,7.0,9.0,2015.0,0.034656082000000005,0,168,0,0,0,0,0,0,0,0,1,0,1,0,1
6,3.0,82.54443303160843,53.653881470545485,3.0,1.0,1.0,1977.0,0.243204519,5,1564,0,0,0,0,1,0,1,0,1,0,1,0,1
128,2.0,62.37714994763196,35.737959609436075,10.0,15.0,17.0,1991.0,0.0,27,4798,0,2,8,0,0,0,0,0,1,0,1,0,1
78,2.0,58.236524591078634,30.100317579824818,9.0,14.0,16.0,2005.0,0.092290642,21,4346,2,1,2,0,0,0,0,0,1,0,1,0,1
58,1.0,46.45864290121973,50.66348335124452,3.0,9.0,9.0,1977.0,0.43788524,23,5735,3,0,5,0,0,0,0,0,1,0,1,0,1
8,3.0,105.05600785426222,57.87941142016077,15.0,7.0,13.0,2000.0,0.219006007,28,6746,3,1,4,0,0,0,0,0,1,0,1,0,1
27,1.0,47.02580319258091,46.611668806551,10.0,10.0,10.0,2016.0,0.072157581,2,629,1,0,0,0,0,0,0,0,1,0,1,1,0
87,3.0,64.59055945169311,41.90645670881319,8.0,5.0,9.0,1977.0,0.100455735,43,7227,0,1,6,0,0,0,0,0,1,0,1,1,0
99,2.0,38.74388160639215,25.54285102784993,6.0,4.0,14.0,1973.0,0.033493708,66,10573,1,3,8,0,0,0,0,0,1,0,1,0,1
30,1.0,41.81107537828505,27.17719899588528,3.0,21.0,22.0,1977.0,7.81528e-05,22,6398,141,3,23,0,0,0,1,0,1,0,1,0,1
49,1.0,37.42077625318393,21.92874960739821,6.0,5.0,9.0,1971.0,0.020741326,24,5613,5,2,5,0,0,0,0,0,1,0,1,0,1
9,2.0,52.31947587163667,30.75710353869859,8.0,12.0,14.0,1998.0,0.161531741,25,5648,1,2,4,0,0,0,0,0,1,0,1,0,1
23,1.0,46.00705108016339,29.904583202106206,3.0,1.0,4.0,1977.0,0.014072961,2,475,0,0,0,0,0,0,1,0,1,0,1,0,1
88,1.0,40.37262129184163,22.58244865358429,7.0,15.0,17.0,2005.0,0.127375905,43,8429,3,3,9,0,0,0,0,0,1,0,1,0,1
27,2.0,74.2140900115795,48.239158507526675,3.0,8.0,17.0,1977.0,0.072157581,2,629,1,0,0,0,0,0,1,0,1,0,1,1,0
28,1.0,38.17124028988404,23.228324740976888,7.0,3.0,17.0,2001.0,0.000995363,42,7651,1,1,5,0,0,0,0,0,1,0,1,0,1
27,2.0,53.029413241324356,34.46911860686083,3.0,14.0,16.0,2016.0,0.011654127,4,915,0,0,0,0,0,0,1,0,1,0,1,0,1
46,2.0,46.838421808732186,29.974057069706006,5.0,5.0,5.0,1964.0,0.188783766,31,6137,4,0,1,0,0,0,0,0,1,0,1,0,1
88,1.0,38.62616437739987,19.171490137373407,9.0,10.0,16.0,1980.0,0.127375905,43,8429,3,3,9,0,0,0,0,0,1,0,1,0,1
52,2.0,67.06437269361045,1.4771818868115651,3.0,15.0,15.0,2015.0,0.371148999,34,7065,1,2,5,0,1,0,0,0,1,0,1,0,1
58,1.0,38.245683692917964,23.785745409303107,8.0,15.0,16.0,1976.0,0.060753049,15,2787,2,0,7,0,0,0,0,0,1,0,1,0,1
146,2.0,54.9689929795068,32.803768791774786,8.0,4.0,5.0,1963.0,0.236108458,16,3893,27,3,10,0,0,0,0,0,1,0,1,0,1
1,1.0,40.44127607714928,41.421339304587434,3.0,4.0,17.0,1977.0,0.007122317,1,264,0,0,1,0,0,0,0,0,1,0,1,0,1
21,3.0,78.39713620314673,46.23480796943496,10.0,6.0,12.0,1973.0,0.034331497,25,5487,3,0,4,0,0,0,0,0,1,0,1,0,1
27,2.0,67.15568758383272,29.560338722509304,3.0,2.0,10.0,2016.0,0.017647053,2,469,0,0,0,0,0,0,0,0,1,0,1,0,1
18,1.0,39.49387885050131,21.919098163738607,8.0,4.0,14.0,1988.0,0.0,30,5562,0,0,5,0,0,0,0,0,1,0,1,1,0
30,2.0,62.18028327405845,40.417184128138,3.0,8.0,17.0,1977.0,7.81528e-05,22,6398,141,3,23,0,0,0,1,0,1,0,1,0,1
26,2.0,46.294268365887966,32.552744469998935,5.0,7.0,9.0,1965.0,0.0,36,6714,2,0,2,0,0,0,0,0,1,0,1,0,1
22,2.0,52.30986584754164,33.946545020369825,9.0,8.0,17.0,2011.0,0.13321533300000002,49,11395,3,3,4,0,0,0,0,0,1,0,1,1,0
11,3.0,63.27642611326346,40.48102981769351,8.0,5.0,9.0,1973.0,0.012338886,35,5776,1,2,4,0,0,0,0,0,1,0,1,0,1
100,1.0,39.3025077735483,20.308804796019874,9.0,2.0,14.0,1978.0,0.200146802,23,3975,8,2,0,0,0,0,0,0,1,0,1,0,1
85,1.0,53.11023353319837,48.12732857274228,10.0,8.0,14.0,1977.0,0.037177818,52,11217,1,1,7,0,0,0,0,0,1,0,1,0,1
61,1.0,42.63631429235572,22.22709616266963,9.0,14.0,16.0,1983.0,0.300322518,52,10311,6,1,9,0,0,0,0,0,1,0,1,0,1
25,2.0,64.2216569095234,38.70716619706686,10.0,17.0,17.0,1993.0,0.069753361,53,13670,4,1,11,0,0,0,0,0,1,0,1,0,1
6,1.0,52.01051445895646,46.617110857630024,3.0,18.0,25.0,2014.0,0.243204519,5,1564,0,0,0,0,0,0,0,0,1,0,1,0,1
121,2.0,58.923330566342145,36.05527207624432,10.0,10.0,10.0,1984.0,0.212515361,19,3293,16,3,7,0,0,0,0,0,1,0,1,0,1
27,1.0,46.10564543793206,42.77476017215465,3.0,1.0,1.0,2013.0,0.017647053,2,469,0,0,0,0,1,0,0,0,1,0,1,0,1
154,1.0,32.506159049403685,21.663972737911877,7.0,9.0,9.0,1967.0,0.460556389,20,4386,14,1,5,0,1,0,0,0,1,0,1,0,1
41,2.0,61.511546537850705,32.94186073361556,12.0,13.0,14.0,2010.0,0.175054867,36,10055,3,1,0,0,0,0,0,0,1,0,1,0,1
165,1.0,35.93170697375348,18.204382505268594,5.0,3.0,5.0,1963.0,0.020741326,24,5613,5,2,5,0,0,0,0,0,1,0,1,0,1
77,3.0,50.623668963561656,37.12982611673653,6.0,4.0,9.0,1976.0,6.99893e-05,46,10309,1,1,16,0,0,0,0,0,1,0,1,0,1
61,2.0,56.55903339730535,33.34574443468817,8.0,6.0,12.0,1982.0,0.300322518,52,10311,6,1,9,0,0,0,0,0,1,0,1,0,1
29,1.0,32.246402156129854,20.636096716895327,5.0,2.0,5.0,1963.0,0.069660344,31,6119,4,1,2,0,0,0,0,0,1,0,1,0,1
112,2.0,57.91157029103788,34.74942775054748,10.0,13.0,22.0,2010.0,0.069660344,31,6119,4,1,2,0,0,0,0,0,1,0,1,0,1
118,3.0,93.44126601386972,52.05325202193698,14.0,4.0,9.0,1960.0,0.21843974,21,4472,6,4,7,0,0,0,0,0,1,0,1,1,0
1,3.0,86.15664656492535,56.00182026720148,3.0,11.0,13.0,1977.0,0.007122317,1,264,0,0,1,0,1,0,1,0,1,0,1,0,1
9,2.0,54.84616243867188,30.89474610112463,9.0,9.0,14.0,2010.0,0.161531741,25,5648,1,2,4,0,0,0,0,0,1,0,1,0,1
145,1.0,39.726251470081,14.46287171952418,11.0,2.0,12.0,1998.0,0.0,30,5562,0,0,5,0,0,0,0,0,1,0,1,1,0
28,1.0,38.007936217693626,23.281713820168363,9.0,1.0,12.0,1970.0,0.118537385,30,6207,1,1,0,0,0,0,0,0,1,0,1,0,1
45,1.0,30.52794586289967,17.349532945453998,5.0,5.0,9.0,1972.0,0.195781053,23,5212,6,3,2,0,0,0,0,0,1,0,1,0,1
9,3.0,75.55269607697855,49.4531927830421,9.0,11.0,17.0,1991.0,0.161531741,25,5648,1,2,4,0,0,0,0,0,1,0,1,0,1
66,2.0,74.41835764301264,70.89391549735325,9.0,15.0,17.0,2003.0,0.111627393,50,12238,8,2,3,0,0,0,0,0,1,0,1,0,1
9,1.0,41.534094372509365,21.53678675863087,8.0,2.0,14.0,1993.0,0.161531741,25,5648,1,2,4,0,0,0,0,0,1,0,1,0,1
23,2.0,71.31755981527527,44.51325988264106,10.0,6.0,16.0,2019.0,0.005767451,1,388,0,0,0,0,0,0,0,0,1,0,1,0,1
27,2.0,61.070298359392545,59.84509205704107,58.0,8.0,17.0,2016.0,0.072157581,2,629,1,0,0,0,0,0,0,0,1,0,1,1,0
89,3.0,73.48268115944994,48.56041041612442,7.0,8.0,9.0,1960.0,0.0,25,5027,4,1,1,0,0,0,0,0,1,0,1,0,1
27,1.0,44.30063227142474,28.79541097642608,3.0,6.0,12.0,1977.0,0.011654127,4,915,0,0,0,0,0,0,1,0,1,0,1,0,1
3,2.0,48.36347372282525,33.862694956725825,5.0,4.0,5.0,1966.0,0.265088676,37,5288,0,3,2,0,0,0,0,0,1,0,1,0,1
6,1.0,42.63768241420529,27.714493569233436,10.0,13.0,17.0,1977.0,0.243204519,5,1564,0,0,0,0,0,0,1,0,1,0,1,0,1
62,1.0,37.590951377135035,39.504183897935945,10.0,10.0,17.0,2018.0,0.072157581,2,629,1,0,0,0,0,0,0,0,1,0,1,1,0
6,3.0,79.79076199740489,51.86399529831318,3.0,1.0,1.0,1977.0,0.243204519,5,1564,0,0,0,0,1,0,1,0,1,0,1,0,1
74,1.0,53.8355740831713,1.185863559834205,3.0,7.0,7.0,2018.0,0.075778755,6,1437,3,0,2,0,0,0,0,0,1,0,1,0,1
95,2.0,55.58079509301076,33.10419757233028,6.0,1.0,4.0,1937.0,0.0006991189999999999,14,3369,24,0,3,0,0,0,0,0,1,0,1,0,1
27,3.0,82.58822270648444,53.68234475921489,3.0,1.0,1.0,1977.0,0.072157581,2,629,1,0,0,0,1,0,1,0,1,0,1,1,0
6,1.0,38.818170177959544,5.9278650387758125,3.0,17.0,17.0,1977.0,0.243204519,5,1564,0,0,0,0,1,0,0,0,1,0,1,0,1
25,2.0,66.09521646596184,42.961890702875195,3.0,13.0,13.0,1977.0,0.069753361,53,13670,4,1,11,0,1,0,1,0,1,0,1,0,1
6,1.0,43.74189012329683,43.989477977150685,3.0,9.0,25.0,2015.0,0.243204519,5,1564,0,0,0,0,0,0,0,0,1,0,1,0,1
170,3.0,76.98430767784139,51.66114859200224,7.0,6.0,6.0,1962.0,0.21843974,21,4472,6,4,7,0,0,0,0,0,1,0,1,1,0
18,1.0,39.15148181649804,20.848732093141614,8.0,15.0,17.0,1997.0,0.0,30,5562,0,0,5,0,0,0,0,0,1,0,1,1,0
64,3.0,76.02459284446736,46.956917458806025,9.0,14.0,16.0,1979.0,0.002211665,39,7614,3,1,5,0,0,0,0,0,1,0,1,1,0
94,2.0,47.16191119148883,32.432703792698945,6.0,7.0,12.0,1976.0,0.521867054,25,6149,0,0,0,0,0,0,0,0,1,0,1,0,1
18,3.0,77.67481233501586,74.78386784290984,10.0,4.0,17.0,1998.0,0.0,30,5562,0,0,5,0,0,0,0,0,1,0,1,1,0
19,1.0,34.64762900882553,18.72696575227928,6.0,1.0,5.0,1960.0,0.309479124,35,7715,4,0,6,0,0,0,0,0,1,0,1,0,1
6,1.0,42.34074223106565,27.52148245019267,3.0,18.0,25.0,1977.0,0.243204519,5,1564,0,0,0,0,0,0,1,0,1,0,1,0,1
63,4.0,95.08747529892912,72.75896602032117,10.0,5.0,5.0,1957.0,0.23861713,26,3889,6,3,6,0,1,0,0,0,1,0,1,0,1
27,1.0,43.01178871007864,22.158763125020453,3.0,13.0,13.0,1977.0,0.072157581,2,629,1,0,0,0,1,0,0,0,1,0,1,1,0
1,1.0,40.07927553260436,26.051529096192837,3.0,17.0,17.0,1977.0,0.007122317,1,264,0,0,1,0,0,0,1,0,1,0,1,0,1
38,1.0,63.15291518809538,36.5567326889785,3.0,18.0,18.0,2015.0,0.060753049,15,2787,2,0,7,0,1,0,0,0,1,0,1,0,1
9,1.0,43.0630790018807,41.472957677533095,3.0,1.0,1.0,2017.0,0.161531741,25,5648,1,2,4,0,1,0,0,0,1,0,1,0,1
27,2.0,59.2263599411661,61.75492685913839,3.0,15.0,25.0,2014.0,0.072157581,2,629,1,0,0,0,0,0,0,0,1,0,1,1,0
9,2.0,46.8820264145476,26.15155937822031,8.0,7.0,16.0,2000.0,0.13012277,8,1986,0,0,0,0,0,0,0,0,1,0,1,0,1
23,1.0,29.87903560569668,31.264386707741775,3.0,12.0,13.0,1977.0,0.034656082000000005,0,168,0,0,0,0,1,0,0,0,1,0,1,0,1
59,1.0,48.327497597849494,48.02800704362888,3.0,3.0,10.0,2020.0,0.019508796,37,7687,11,5,5,0,0,0,0,0,1,0,1,0,1
13,2.0,51.99376656219807,31.47211920395123,8.0,8.0,17.0,2002.0,0.090799103,74,19083,2,5,15,0,0,0,0,0,1,0,1,0,1
112,1.0,45.529046464116774,20.20080001026436,9.0,13.0,22.0,2009.0,0.069660344,31,6119,4,1,2,0,0,0,0,0,1,0,1,0,1
23,2.0,53.7663492289876,54.434459140911706,3.0,3.0,12.0,2016.0,0.034656082000000005,0,168,0,0,0,0,0,0,0,0,1,0,1,0,1
23,2.0,61.39513444660467,39.906837390293035,3.0,17.0,25.0,1977.0,0.075778755,6,1437,3,0,2,0,0,0,1,0,1,0,1,0,1
42,2.0,54.468225603761795,33.750456050407635,9.0,5.0,12.0,2008.0,0.158249043,21,5731,0,1,0,0,0,0,0,0,1,0,1,0,1
103,3.0,56.07270099754794,42.172027877398314,5.0,5.0,5.0,1960.0,0.151346216,32,5889,10,4,1,0,1,0,0,0,1,1,0,0,1
1,1.0,51.6905441586493,51.04972866169231,3.0,10.0,16.0,2017.0,0.007122317,1,264,0,0,1,0,0,0,0,0,1,0,1,0,1
85,2.0,48.11857906840388,28.907764524579505,6.0,4.0,9.0,1981.0,0.037177818,52,11217,1,1,7,0,0,0,0,0,1,0,1,0,1
1,2.0,66.93175023039691,43.50563764975799,3.0,5.0,17.0,2016.0,0.007122317,1,264,0,0,1,0,0,0,1,0,1,0,1,0,1
46,1.0,29.5546026466777,13.57629711440872,6.0,4.0,9.0,1971.0,0.188783766,31,6137,4,0,1,0,0,0,0,0,1,0,1,0,1
38,3.0,90.34856989984762,58.72657043490096,3.0,15.0,17.0,1977.0,0.060753049,15,2787,2,0,7,0,0,0,1,0,1,0,1,0,1
